,role_0,role_1,role_2,role_3
8469,0.25,0.25,0.25,0.25
8493,0.99,0.0,0.0,0.0
8497,0.97,0.01,0.01,0.01
8503,0.97,0.01,0.01,0.01
8519,0.0,0.61,0.39,0.0
8523,0.0,0.6,0.4,0.0
8531,0.25,0.25,0.25,0.25
8572,0.25,0.25,0.25,0.25
8574,0.99,0.0,0.0,0.0
8620,0.99,0.0,0.0,0.0
8623,0.99,0.0,0.0,0.0
8625,0.0,0.61,0.39,0.0
8626,0.25,0.25,0.25,0.25
8647,0.99,0.0,0.0,0.0
8658,0.99,0.0,0.0,0.0
8663,0.25,0.25,0.25,0.25
8664,0.25,0.25,0.25,0.25
8669,0.25,0.25,0.25,0.25
8678,0.25,0.25,0.25,0.25
8710,0.97,0.01,0.01,0.01
8712,0.99,0.0,0.0,0.0
8721,0.97,0.01,0.01,0.01
8722,0.0,0.6,0.4,0.0
8734,0.99,0.0,0.0,0.0
8753,0.97,0.01,0.01,0.01
8754,0.0,0.61,0.39,0.0
8755,1.0,0.0,0.0,0.0
8758,0.99,0.0,0.0,0.0
8772,1.0,0.0,0.0,0.0
8773,1.0,0.0,0.0,0.0
8774,0.25,0.25,0.25,0.25
8776,0.25,0.25,0.25,0.25
8782,0.0,0.6,0.4,0.0
8786,0.99,0.0,0.0,0.0
8789,0.97,0.01,0.01,0.01
8795,0.97,0.01,0.01,0.01
8802,0.25,0.25,0.25,0.25
8810,0.0,0.0,1.0,0.0
8814,0.99,0.0,0.0,0.0
8829,0.97,0.01,0.01,0.01
8830,0.25,0.25,0.25,0.25
8834,0.99,0.0,0.0,0.0
8847,0.97,0.01,0.01,0.01
8855,0.99,0.0,0.0,0.0
8885,0.97,0.01,0.01,0.01
8889,0.99,0.0,0.0,0.0
8918,0.25,0.25,0.25,0.25
8926,0.25,0.25,0.25,0.25
8947,0.97,0.01,0.01,0.01
8950,0.97,0.01,0.01,0.01
8958,0.99,0.0,0.0,0.0
8993,0.0,0.61,0.39,0.0
9015,0.99,0.0,0.0,0.0
9032,1.0,0.0,0.0,0.0
9042,0.25,0.25,0.25,0.25
9055,1.0,0.0,0.0,0.0
9063,0.0,0.59,0.41,0.0
9086,0.25,0.25,0.25,0.25
9095,0.99,0.0,0.0,0.0
9125,0.25,0.25,0.25,0.25
9140,0.25,0.25,0.25,0.25
9148,1.0,0.0,0.0,0.0
9150,1.0,0.0,0.0,0.0
9153,0.0,0.61,0.39,0.0
9173,0.0,0.61,0.39,0.0
9176,0.25,0.25,0.25,0.25
9184,0.25,0.25,0.25,0.25
9198,0.99,0.0,0.0,0.0
9223,0.25,0.25,0.25,0.25
9227,0.25,0.25,0.25,0.25
9228,0.97,0.01,0.01,0.01
9248,0.99,0.0,0.0,0.0
9259,0.25,0.25,0.25,0.25
9271,0.99,0.0,0.0,0.0
9279,0.25,0.25,0.25,0.25
9281,0.99,0.0,0.0,0.0
9298,0.99,0.0,0.0,0.0
9299,0.99,0.0,0.0,0.0
9304,0.0,0.6,0.4,0.0
9305,0.99,0.0,0.0,0.0
9322,0.97,0.01,0.01,0.01
9335,1.0,0.0,0.0,0.0
9337,0.99,0.0,0.0,0.0
9348,1.0,0.0,0.0,0.0
9349,0.97,0.01,0.01,0.01
9361,0.99,0.0,0.0,0.0
9380,0.99,0.0,0.0,0.0
9382,0.25,0.25,0.25,0.25
9401,0.25,0.25,0.25,0.25
9425,0.0,0.59,0.41,0.0
9450,0.25,0.25,0.25,0.25
9453,0.99,0.0,0.0,0.0
9473,0.97,0.01,0.01,0.01
9504,0.25,0.25,0.25,0.25
9512,0.25,0.25,0.25,0.25
9517,1.0,0.0,0.0,0.0
9526,1.0,0.0,0.0,0.0
9537,0.97,0.01,0.01,0.01
9569,0.99,0.0,0.0,0.0
9574,0.25,0.25,0.25,0.25
9575,1.0,0.0,0.0,0.0
9580,0.25,0.25,0.25,0.25
9590,0.97,0.01,0.01,0.01
9602,0.97,0.01,0.01,0.01
9603,0.99,0.0,0.0,0.0
9604,0.99,0.0,0.0,0.0
9609,0.99,0.0,0.0,0.0
9610,1.0,0.0,0.0,0.0
9612,0.99,0.0,0.0,0.0
9617,0.99,0.0,0.0,0.0
9626,0.0,0.6,0.4,0.0
9633,0.99,0.0,0.0,0.0
9643,0.25,0.25,0.25,0.25
9651,0.97,0.01,0.01,0.01
9657,0.99,0.0,0.0,0.0
9666,0.25,0.25,0.25,0.25
9669,0.0,0.0,1.0,0.0
9674,0.25,0.25,0.25,0.25
9683,0.0,0.6,0.4,0.0
9696,0.25,0.25,0.25,0.25
9697,0.0,0.61,0.39,0.0
9701,0.0,0.6,0.4,0.0
9706,0.97,0.01,0.01,0.01
9745,0.25,0.25,0.25,0.25
9777,0.97,0.01,0.01,0.01
9788,0.0,0.6,0.4,0.0
9797,0.25,0.25,0.25,0.25
9800,0.25,0.25,0.25,0.25
9814,0.25,0.25,0.25,0.25
9817,0.0,0.61,0.39,0.0
9824,0.97,0.01,0.01,0.01
9842,0.97,0.01,0.01,0.01
9867,0.97,0.01,0.01,0.01
9879,0.99,0.0,0.0,0.0
9882,0.25,0.25,0.25,0.25
9891,0.99,0.0,0.0,0.0
9894,0.25,0.25,0.25,0.25
9907,1.0,0.0,0.0,0.0
9908,0.0,0.6,0.4,0.0
9925,0.99,0.0,0.0,0.0
9945,0.99,0.0,0.0,0.0
9960,0.25,0.25,0.25,0.25
9965,0.97,0.01,0.01,0.01
9986,0.97,0.01,0.01,0.01
9997,0.25,0.25,0.25,0.25
10027,0.97,0.01,0.01,0.01
10048,0.25,0.25,0.25,0.25
10056,0.25,0.25,0.25,0.25
10065,0.25,0.25,0.25,0.25
10066,0.97,0.01,0.01,0.01
10079,0.25,0.25,0.25,0.25
10093,0.25,0.25,0.25,0.25
10096,0.25,0.25,0.25,0.25
10126,0.99,0.0,0.0,0.0
10133,0.97,0.01,0.01,0.01
10135,0.99,0.0,0.0,0.0
10143,0.99,0.0,0.0,0.0
10151,0.99,0.0,0.0,0.0
10168,0.25,0.25,0.25,0.25
10170,0.25,0.25,0.25,0.25
10199,0.99,0.0,0.0,0.0
10218,0.97,0.01,0.01,0.01
10221,0.97,0.01,0.01,0.01
10223,0.97,0.01,0.01,0.01
10225,1.0,0.0,0.0,0.0
10231,0.25,0.25,0.25,0.25
10241,0.99,0.0,0.0,0.0
10252,0.99,0.0,0.0,0.0
10255,0.97,0.01,0.01,0.01
10256,0.0,0.59,0.41,0.0
10270,1.0,0.0,0.0,0.0
10276,0.99,0.0,0.0,0.0
10291,0.97,0.01,0.01,0.01
10300,0.99,0.0,0.0,0.0
10302,1.0,0.0,0.0,0.0
10349,0.0,0.6,0.4,0.0
10365,0.25,0.25,0.25,0.25
10368,0.25,0.25,0.25,0.25
10378,0.0,0.6,0.4,0.0
10381,0.99,0.0,0.0,0.0
10389,0.99,0.0,0.0,0.0
10399,0.25,0.25,0.25,0.25
10453,0.25,0.25,0.25,0.25
10454,0.99,0.0,0.0,0.0
10459,0.25,0.25,0.25,0.25
10464,0.25,0.25,0.25,0.25
10489,0.25,0.25,0.25,0.25
10525,0.99,0.0,0.0,0.0
10537,0.25,0.25,0.25,0.25
10554,0.99,0.0,0.0,0.0
10563,0.99,0.0,0.0,0.0
10566,0.97,0.01,0.01,0.01
10576,0.25,0.25,0.25,0.25
10579,0.0,0.0,1.0,0.0
10581,0.99,0.0,0.0,0.0
10592,0.25,0.25,0.25,0.25
10604,0.99,0.0,0.0,0.0
10607,0.25,0.25,0.25,0.25
10613,0.0,0.0,1.0,0.0
10637,0.97,0.01,0.01,0.01
10641,0.99,0.0,0.0,0.0
10651,0.25,0.25,0.25,0.25
10660,0.25,0.25,0.25,0.25
10663,0.25,0.25,0.25,0.25
10664,0.0,0.59,0.41,0.0
10669,0.99,0.0,0.0,0.0
10674,0.99,0.0,0.0,0.0
10684,0.0,0.6,0.4,0.0
10686,0.0,0.6,0.4,0.0
10687,0.99,0.0,0.0,0.0
10700,1.0,0.0,0.0,0.0
10736,0.25,0.25,0.25,0.25
10743,1.0,0.0,0.0,0.0
10748,0.97,0.01,0.01,0.01
10758,0.99,0.0,0.0,0.0
10787,0.25,0.25,0.25,0.25
10788,0.97,0.01,0.01,0.01
10796,0.0,0.0,1.0,0.0
10827,0.25,0.25,0.25,0.25
10839,1.0,0.0,0.0,0.0
10857,0.97,0.01,0.01,0.01
10866,0.25,0.25,0.25,0.25
10877,0.25,0.25,0.25,0.25
10881,1.0,0.0,0.0,0.0
10896,0.97,0.01,0.01,0.01
10897,0.25,0.25,0.25,0.25
10902,0.97,0.01,0.01,0.01
10929,0.25,0.25,0.25,0.25
10935,0.25,0.25,0.25,0.25
10938,0.99,0.0,0.0,0.0
10941,0.99,0.0,0.0,0.0
10958,0.25,0.25,0.25,0.25
10960,0.25,0.25,0.25,0.25
10991,0.97,0.01,0.01,0.01
11006,0.25,0.25,0.25,0.25
11017,0.25,0.25,0.25,0.25
11019,1.0,0.0,0.0,0.0
11046,0.25,0.25,0.25,0.25
11053,0.97,0.01,0.01,0.01
11124,0.25,0.25,0.25,0.25
11133,0.97,0.01,0.01,0.01
11134,0.99,0.0,0.0,0.0
11136,0.0,0.0,1.0,0.0
11142,0.25,0.25,0.25,0.25
11145,0.97,0.01,0.01,0.01
11153,0.25,0.25,0.25,0.25
11160,0.99,0.0,0.0,0.0
11178,0.25,0.25,0.25,0.25
11183,0.97,0.01,0.01,0.01
11190,0.97,0.01,0.01,0.01
11199,1.0,0.0,0.0,0.0
11204,0.0,0.0,1.0,0.0
11209,0.99,0.0,0.0,0.0
11224,0.25,0.25,0.25,0.25
11226,0.99,0.0,0.0,0.0
11246,0.99,0.0,0.0,0.0
11265,0.0,0.6,0.4,0.0
11315,0.97,0.01,0.01,0.01
11334,0.25,0.25,0.25,0.25
11344,0.99,0.0,0.0,0.0
11348,0.97,0.01,0.01,0.01
11384,0.97,0.01,0.01,0.01
11388,0.97,0.01,0.01,0.01
11391,0.97,0.01,0.01,0.01
11423,0.99,0.0,0.0,0.0
11425,0.97,0.01,0.01,0.01
11432,0.25,0.25,0.25,0.25
11444,0.99,0.0,0.0,0.0
11454,0.25,0.25,0.25,0.25
11457,0.99,0.0,0.0,0.0
11460,0.99,0.0,0.0,0.0
11474,0.25,0.25,0.25,0.25
11531,0.97,0.01,0.01,0.01
11536,1.0,0.0,0.0,0.0
11538,0.25,0.25,0.25,0.25
11540,0.97,0.01,0.01,0.01
11541,0.97,0.01,0.01,0.01
11546,0.97,0.01,0.01,0.01
11547,0.99,0.0,0.0,0.0
11551,0.97,0.01,0.01,0.01
11562,0.0,0.59,0.41,0.0
11571,0.99,0.0,0.0,0.0
11574,0.99,0.0,0.0,0.0
11588,0.99,0.0,0.0,0.0
11623,1.0,0.0,0.0,0.0
11633,0.99,0.0,0.0,0.0
11658,0.97,0.01,0.01,0.01
11662,0.99,0.0,0.0,0.0
11694,0.99,0.0,0.0,0.0
11698,0.99,0.0,0.0,0.0
11699,0.0,0.6,0.4,0.0
11705,0.25,0.25,0.25,0.25
11729,0.99,0.0,0.0,0.0
11731,0.99,0.0,0.0,0.0
11733,0.97,0.01,0.01,0.01
11735,0.99,0.0,0.0,0.0
11739,0.97,0.01,0.01,0.01
11740,0.99,0.0,0.0,0.0
11751,0.99,0.0,0.0,0.0
11758,0.99,0.0,0.0,0.0
11775,0.97,0.01,0.01,0.01
11796,0.99,0.0,0.0,0.0
11800,0.0,0.6,0.4,0.0
11809,0.97,0.01,0.01,0.01
11816,0.25,0.25,0.25,0.25
11819,0.0,0.0,1.0,0.0
11826,0.25,0.25,0.25,0.25
11860,0.97,0.01,0.01,0.01
11862,0.99,0.0,0.0,0.0
11865,0.0,0.6,0.4,0.0
11869,0.25,0.25,0.25,0.25
11877,0.25,0.25,0.25,0.25
11883,0.25,0.25,0.25,0.25
11902,0.99,0.0,0.0,0.0
11907,0.0,0.61,0.39,0.0
11910,0.25,0.25,0.25,0.25
11912,0.99,0.0,0.0,0.0
11922,0.25,0.25,0.25,0.25
11957,0.99,0.0,0.0,0.0
11963,0.99,0.0,0.0,0.0
11965,0.25,0.25,0.25,0.25
11983,0.99,0.0,0.0,0.0
11999,0.97,0.01,0.01,0.01
12001,0.25,0.25,0.25,0.25
12002,0.99,0.0,0.0,0.0
12009,0.25,0.25,0.25,0.25
12012,0.0,0.6,0.4,0.0
12013,1.0,0.0,0.0,0.0
12030,0.99,0.0,0.0,0.0
12045,0.25,0.25,0.25,0.25
12049,0.0,0.6,0.4,0.0
12054,0.25,0.25,0.25,0.25
12057,0.99,0.0,0.0,0.0
12059,0.25,0.25,0.25,0.25
12073,0.97,0.01,0.01,0.01
12078,0.0,0.61,0.39,0.0
12085,0.25,0.25,0.25,0.25
12094,0.99,0.0,0.0,0.0
12097,0.97,0.01,0.01,0.01
12098,0.99,0.0,0.0,0.0
12115,0.97,0.01,0.01,0.01
12118,0.25,0.25,0.25,0.25
12125,0.25,0.25,0.25,0.25
12126,0.97,0.01,0.01,0.01
12131,0.25,0.25,0.25,0.25
12138,1.0,0.0,0.0,0.0
12163,0.97,0.01,0.01,0.01
12174,1.0,0.0,0.0,0.0
12185,0.25,0.25,0.25,0.25
12195,0.99,0.0,0.0,0.0
12217,1.0,0.0,0.0,0.0
12218,0.99,0.0,0.0,0.0
12226,0.25,0.25,0.25,0.25
12242,0.97,0.01,0.01,0.01
12251,0.99,0.0,0.0,0.0
12256,0.97,0.01,0.01,0.01
12260,0.99,0.0,0.0,0.0
12288,0.0,0.61,0.39,0.0
12295,0.99,0.0,0.0,0.0
12304,0.97,0.01,0.01,0.01
12327,0.99,0.0,0.0,0.0
12328,0.0,0.59,0.41,0.0
12338,0.97,0.01,0.01,0.01
12340,0.99,0.0,0.0,0.0
12355,0.25,0.25,0.25,0.25
12361,0.0,0.6,0.4,0.0
12366,0.25,0.25,0.25,0.25
12367,0.99,0.0,0.0,0.0
12368,0.25,0.25,0.25,0.25
12375,0.99,0.0,0.0,0.0
12381,0.25,0.25,0.25,0.25
12386,0.25,0.25,0.25,0.25
12387,0.99,0.0,0.0,0.0
12388,0.97,0.01,0.01,0.01
12420,0.25,0.25,0.25,0.25
12421,0.97,0.01,0.01,0.01
12437,0.99,0.0,0.0,0.0
12440,0.25,0.25,0.25,0.25
12447,0.99,0.0,0.0,0.0
12460,0.25,0.25,0.25,0.25
12462,0.97,0.01,0.01,0.01
12473,0.97,0.01,0.01,0.01
12488,0.25,0.25,0.25,0.25
12509,0.99,0.0,0.0,0.0
12511,0.99,0.0,0.0,0.0
12514,0.97,0.01,0.01,0.01
12533,0.99,0.0,0.0,0.0
12537,0.99,0.0,0.0,0.0
12549,0.99,0.0,0.0,0.0
12567,0.97,0.01,0.01,0.01
12584,0.97,0.01,0.01,0.01
12598,0.97,0.01,0.01,0.01
12600,0.97,0.01,0.01,0.01
12634,0.97,0.01,0.01,0.01
12652,0.0,0.6,0.4,0.0
12657,0.25,0.25,0.25,0.25
12663,0.99,0.0,0.0,0.0
12678,0.99,0.0,0.0,0.0
12681,0.0,0.6,0.4,0.0
12695,0.25,0.25,0.25,0.25
12722,0.25,0.25,0.25,0.25
12723,0.0,0.59,0.41,0.0
12727,0.25,0.25,0.25,0.25
12735,0.97,0.01,0.01,0.01
12737,0.97,0.01,0.01,0.01
12758,0.99,0.0,0.0,0.0
12759,0.0,0.6,0.4,0.0
12788,0.99,0.0,0.0,0.0
12790,0.0,0.6,0.4,0.0
12791,0.97,0.01,0.01,0.01
12805,0.25,0.25,0.25,0.25
12807,0.99,0.0,0.0,0.0
12821,0.25,0.25,0.25,0.25
12828,0.0,0.61,0.39,0.0
12837,0.25,0.25,0.25,0.25
12843,0.0,0.59,0.41,0.0
12847,0.99,0.0,0.0,0.0
12851,0.97,0.01,0.01,0.01
12855,0.97,0.01,0.01,0.01
12856,0.0,0.59,0.41,0.0
12868,0.25,0.25,0.25,0.25
12877,0.25,0.25,0.25,0.25
12903,0.25,0.25,0.25,0.25
12905,0.0,0.6,0.4,0.0
12916,0.0,0.6,0.4,0.0
12945,0.99,0.0,0.0,0.0
12957,0.99,0.0,0.0,0.0
12965,0.97,0.01,0.01,0.01
12979,0.97,0.01,0.01,0.01
12985,0.25,0.25,0.25,0.25
12992,0.99,0.0,0.0,0.0
13001,0.25,0.25,0.25,0.25
13003,0.99,0.0,0.0,0.0
13005,0.99,0.0,0.0,0.0
13006,0.0,0.6,0.4,0.0
13010,0.99,0.0,0.0,0.0
13014,0.99,0.0,0.0,0.0
13016,0.25,0.25,0.25,0.25
13021,0.97,0.01,0.01,0.01
13037,0.99,0.0,0.0,0.0
13038,0.0,0.59,0.41,0.0
13094,0.25,0.25,0.25,0.25
13109,0.0,0.6,0.4,0.0
13120,0.25,0.25,0.25,0.25
13121,0.99,0.0,0.0,0.0
13146,0.25,0.25,0.25,0.25
13158,0.97,0.01,0.01,0.01
13159,0.99,0.0,0.0,0.0
13168,1.0,0.0,0.0,0.0
13179,0.25,0.25,0.25,0.25
13182,0.0,0.59,0.41,0.0
13189,0.99,0.0,0.0,0.0
13209,0.99,0.0,0.0,0.0
13216,0.99,0.0,0.0,0.0
13236,0.0,0.61,0.39,0.0
13247,0.97,0.01,0.01,0.01
13251,0.25,0.25,0.25,0.25
13278,0.25,0.25,0.25,0.25
13294,0.99,0.0,0.0,0.0
13302,0.0,0.0,1.0,0.0
13303,0.99,0.0,0.0,0.0
13340,1.0,0.0,0.0,0.0
13343,0.97,0.01,0.01,0.01
13362,0.99,0.0,0.0,0.0
13391,0.25,0.25,0.25,0.25
13394,0.99,0.0,0.0,0.0
13396,0.99,0.0,0.0,0.0
13419,0.25,0.25,0.25,0.25
13420,0.99,0.0,0.0,0.0
13425,0.99,0.0,0.0,0.0
13430,0.0,0.0,1.0,0.0
13437,0.25,0.25,0.25,0.25
13442,1.0,0.0,0.0,0.0
13459,0.97,0.01,0.01,0.01
13462,0.97,0.01,0.01,0.01
13471,0.97,0.01,0.01,0.01
13486,0.25,0.25,0.25,0.25
13492,0.99,0.0,0.0,0.0
13499,0.0,0.61,0.39,0.0
13542,0.99,0.0,0.0,0.0
13544,0.25,0.25,0.25,0.25
13605,0.25,0.25,0.25,0.25
13616,0.25,0.25,0.25,0.25
13634,0.25,0.25,0.25,0.25
13642,0.25,0.25,0.25,0.25
13649,0.99,0.0,0.0,0.0
13653,0.0,0.61,0.39,0.0
13667,0.97,0.01,0.01,0.01
13673,1.0,0.0,0.0,0.0
13683,0.97,0.01,0.01,0.01
13729,0.99,0.0,0.0,0.0
13737,0.0,0.6,0.4,0.0
13747,0.99,0.0,0.0,0.0
13752,1.0,0.0,0.0,0.0
13787,0.97,0.01,0.01,0.01
13800,0.25,0.25,0.25,0.25
13815,0.25,0.25,0.25,0.25
13818,0.97,0.01,0.01,0.01
13826,0.97,0.01,0.01,0.01
13842,0.99,0.0,0.0,0.0
13848,0.99,0.0,0.0,0.0
13851,0.0,0.59,0.41,0.0
13873,0.99,0.0,0.0,0.0
13874,0.25,0.25,0.25,0.25
13880,0.97,0.01,0.01,0.01
13884,0.25,0.25,0.25,0.25
13886,0.25,0.25,0.25,0.25
13888,1.0,0.0,0.0,0.0
13889,0.25,0.25,0.25,0.25
13899,0.97,0.01,0.01,0.01
13907,0.99,0.0,0.0,0.0
13915,0.25,0.25,0.25,0.25
13917,0.25,0.25,0.25,0.25
13926,0.97,0.01,0.01,0.01
13927,0.25,0.25,0.25,0.25
13929,0.99,0.0,0.0,0.0
13953,0.0,0.0,1.0,0.0
13959,0.97,0.01,0.01,0.01
13975,0.99,0.0,0.0,0.0
13979,0.25,0.25,0.25,0.25
13982,0.25,0.25,0.25,0.25
13993,0.0,0.0,1.0,0.0
14004,0.25,0.25,0.25,0.25
14009,0.99,0.0,0.0,0.0
14042,0.0,0.6,0.4,0.0
14073,0.99,0.0,0.0,0.0
14076,0.99,0.0,0.0,0.0
14080,0.25,0.25,0.25,0.25
14081,0.0,0.6,0.4,0.0
14099,0.99,0.0,0.0,0.0
14113,0.25,0.25,0.25,0.25
14115,0.97,0.01,0.01,0.01
14123,0.99,0.0,0.0,0.0
14140,0.0,0.59,0.41,0.0
14145,0.99,0.0,0.0,0.0
14151,0.97,0.01,0.01,0.01
14194,0.0,0.6,0.4,0.0
14208,0.99,0.0,0.0,0.0
14222,0.97,0.01,0.01,0.01
14255,0.25,0.25,0.25,0.25
14258,0.99,0.0,0.0,0.0
14270,0.0,0.6,0.4,0.0
14277,0.99,0.0,0.0,0.0
14307,0.25,0.25,0.25,0.25
14322,0.99,0.0,0.0,0.0
14333,0.99,0.0,0.0,0.0
14354,0.25,0.25,0.25,0.25
14372,0.25,0.25,0.25,0.25
14374,0.25,0.25,0.25,0.25
14394,0.97,0.01,0.01,0.01
14396,0.0,0.6,0.4,0.0
14398,1.0,0.0,0.0,0.0
14412,0.25,0.25,0.25,0.25
14413,0.99,0.0,0.0,0.0
14418,0.99,0.0,0.0,0.0
14423,0.99,0.0,0.0,0.0
14425,0.25,0.25,0.25,0.25
14430,0.99,0.0,0.0,0.0
14436,0.25,0.25,0.25,0.25
14443,0.99,0.0,0.0,0.0
14452,0.97,0.01,0.01,0.01
14464,0.99,0.0,0.0,0.0
14493,0.25,0.25,0.25,0.25
14499,0.0,0.61,0.39,0.0
14501,0.97,0.01,0.01,0.01
14503,0.99,0.0,0.0,0.0
14557,0.99,0.0,0.0,0.0
14564,0.99,0.0,0.0,0.0
14566,0.99,0.0,0.0,0.0
14572,0.99,0.0,0.0,0.0
14577,0.99,0.0,0.0,0.0
14587,0.25,0.25,0.25,0.25
14596,0.25,0.25,0.25,0.25
14607,1.0,0.0,0.0,0.0
14625,0.97,0.01,0.01,0.01
14627,0.0,0.61,0.39,0.0
14634,0.99,0.0,0.0,0.0
14649,0.99,0.0,0.0,0.0
14653,0.0,0.6,0.4,0.0
14679,0.99,0.0,0.0,0.0
14681,0.0,0.6,0.4,0.0
14687,0.97,0.01,0.01,0.01
14696,1.0,0.0,0.0,0.0
14700,0.97,0.01,0.01,0.01
14704,0.0,0.6,0.4,0.0
14719,0.97,0.01,0.01,0.01
14726,0.99,0.0,0.0,0.0
14731,0.25,0.25,0.25,0.25
14767,0.25,0.25,0.25,0.25
14782,0.25,0.25,0.25,0.25
14790,0.99,0.0,0.0,0.0
14804,0.97,0.01,0.01,0.01
14827,0.25,0.25,0.25,0.25
14832,0.0,0.6,0.4,0.0
14842,0.0,0.6,0.4,0.0
14850,0.99,0.0,0.0,0.0
14854,0.97,0.01,0.01,0.01
14863,0.25,0.25,0.25,0.25
14871,0.99,0.0,0.0,0.0
14872,0.25,0.25,0.25,0.25
14883,0.25,0.25,0.25,0.25
14892,0.0,0.6,0.4,0.0
14899,0.97,0.01,0.01,0.01
14918,0.99,0.0,0.0,0.0
14928,0.0,0.61,0.39,0.0
14936,0.25,0.25,0.25,0.25
14980,0.0,0.61,0.39,0.0
14990,0.97,0.01,0.01,0.01
14992,0.99,0.0,0.0,0.0
15008,0.25,0.25,0.25,0.25
15017,0.99,0.0,0.0,0.0
15030,0.99,0.0,0.0,0.0
15056,0.25,0.25,0.25,0.25
15064,0.99,0.0,0.0,0.0
15066,0.25,0.25,0.25,0.25
15074,0.0,0.0,1.0,0.0
15101,0.97,0.01,0.01,0.01
15107,0.97,0.01,0.01,0.01
15109,0.0,0.6,0.4,0.0
15123,0.99,0.0,0.0,0.0
15132,0.25,0.25,0.25,0.25
15145,0.25,0.25,0.25,0.25
15157,0.97,0.01,0.01,0.01
15164,0.25,0.25,0.25,0.25
15167,0.25,0.25,0.25,0.25
15170,0.0,0.59,0.41,0.0
15212,0.0,0.59,0.41,0.0
15232,0.25,0.25,0.25,0.25
15251,0.99,0.0,0.0,0.0
15255,0.99,0.0,0.0,0.0
15273,0.97,0.01,0.01,0.01
15294,0.97,0.01,0.01,0.01
15302,0.97,0.01,0.01,0.01
15315,0.25,0.25,0.25,0.25
15318,0.97,0.01,0.01,0.01
15329,0.0,0.6,0.4,0.0
15339,0.25,0.25,0.25,0.25
15343,0.97,0.01,0.01,0.01
15354,0.99,0.0,0.0,0.0
15375,0.97,0.01,0.01,0.01
15396,0.25,0.25,0.25,0.25
15411,0.25,0.25,0.25,0.25
15428,1.0,0.0,0.0,0.0
15473,0.99,0.0,0.0,0.0
15514,0.25,0.25,0.25,0.25
15515,0.0,0.6,0.4,0.0
15540,0.99,0.0,0.0,0.0
15565,0.99,0.0,0.0,0.0
15572,0.97,0.01,0.01,0.01
15577,0.99,0.0,0.0,0.0
15589,0.25,0.25,0.25,0.25
15624,0.0,0.59,0.41,0.0
15632,0.99,0.0,0.0,0.0
15634,0.99,0.0,0.0,0.0
15640,0.97,0.01,0.01,0.01
15642,0.25,0.25,0.25,0.25
15650,0.99,0.0,0.0,0.0
15658,0.25,0.25,0.25,0.25
15667,0.99,0.0,0.0,0.0
15696,0.25,0.25,0.25,0.25
15703,0.0,0.59,0.41,0.0
15705,0.25,0.25,0.25,0.25
15709,0.99,0.0,0.0,0.0
15728,0.97,0.01,0.01,0.01
15729,0.25,0.25,0.25,0.25
15743,0.99,0.0,0.0,0.0
15761,0.99,0.0,0.0,0.0
15771,0.99,0.0,0.0,0.0
15821,0.25,0.25,0.25,0.25
15853,1.0,0.0,0.0,0.0
15858,0.97,0.01,0.01,0.01
15866,0.99,0.0,0.0,0.0
15874,0.25,0.25,0.25,0.25
15889,0.25,0.25,0.25,0.25
15897,0.25,0.25,0.25,0.25
15903,0.97,0.01,0.01,0.01
15917,0.97,0.01,0.01,0.01
15921,0.97,0.01,0.01,0.01
15927,0.0,0.59,0.41,0.0
15937,0.25,0.25,0.25,0.25
15947,1.0,0.0,0.0,0.0
15970,0.99,0.0,0.0,0.0
15972,0.0,0.6,0.4,0.0
15974,1.0,0.0,0.0,0.0
15976,0.99,0.0,0.0,0.0
16017,0.0,0.0,1.0,0.0
16028,0.0,0.59,0.41,0.0
16050,0.97,0.01,0.01,0.01
16053,0.25,0.25,0.25,0.25
16058,0.99,0.0,0.0,0.0
16080,0.25,0.25,0.25,0.25
16085,0.99,0.0,0.0,0.0
16088,0.0,0.61,0.39,0.0
16110,0.99,0.0,0.0,0.0
16114,0.25,0.25,0.25,0.25
16122,0.25,0.25,0.25,0.25
16123,0.99,0.0,0.0,0.0
16130,0.25,0.25,0.25,0.25
16135,0.0,0.0,1.0,0.0
16146,0.99,0.0,0.0,0.0
16149,0.99,0.0,0.0,0.0
16150,0.25,0.25,0.25,0.25
16168,0.25,0.25,0.25,0.25
16170,0.25,0.25,0.25,0.25
16196,0.25,0.25,0.25,0.25
16212,0.99,0.0,0.0,0.0
16214,1.0,0.0,0.0,0.0
16227,0.25,0.25,0.25,0.25
16256,1.0,0.0,0.0,0.0
16260,0.25,0.25,0.25,0.25
16279,0.97,0.01,0.01,0.01
16286,0.25,0.25,0.25,0.25
16302,0.99,0.0,0.0,0.0
16326,0.97,0.01,0.01,0.01
16332,0.0,0.6,0.4,0.0
16338,0.25,0.25,0.25,0.25
16360,0.25,0.25,0.25,0.25
16367,0.25,0.25,0.25,0.25
16376,0.99,0.0,0.0,0.0
16383,0.25,0.25,0.25,0.25
16422,0.25,0.25,0.25,0.25
16426,0.0,0.59,0.41,0.0
16434,0.25,0.25,0.25,0.25
16441,0.99,0.0,0.0,0.0
16443,0.99,0.0,0.0,0.0
16445,0.99,0.0,0.0,0.0
16496,0.99,0.0,0.0,0.0
16519,0.25,0.25,0.25,0.25
16546,0.99,0.0,0.0,0.0
16547,0.99,0.0,0.0,0.0
16577,0.97,0.01,0.01,0.01
16579,0.25,0.25,0.25,0.25
16581,1.0,0.0,0.0,0.0
16601,0.25,0.25,0.25,0.25
16614,0.25,0.25,0.25,0.25
